,Name,State
11765,DelGrosso's Amusement Park,Pennsylvania
11766,DelGrosso's Amusement Park,Pennsylvania
11767,Dorney Park & Wildwater Kingdom,Pennsylvania
11768,Doubletree Hotel & Suites Pittsburgh City Center Convenient to Many Downtown Sites,Pennsylvania
11769,Drake Well Museum,Pennsylvania
11770,Dubois Mall,Pennsylvania
11771,Duncan House at Polymath Park Resort,Pennsylvania
11772,Dutch Springs Aqua Park,Pennsylvania
11773,Eagles Mere Historic Village,Pennsylvania
11774,East Broad Top Railroad,Pennsylvania
11775,Edgar Allan Poe National Historic Site,Pennsylvania
11776,Elfreth's Alley in Philadelphia is a Walk through History,Pennsylvania
11777,Elk Mountain Ski Resort,Pennsylvania
11778,"Elmwood Park Zoo in Norristown, Pennsylvania",Pennsylvania
11779,Embassy Suites Hotel Philadelphia Airport,Pennsylvania
11780,Embassy Suites Hotel Philadelphia Center City an All-Suite Choice,Pennsylvania
11781,Ephrata Cloister,Pennsylvania
11782,Erie Maritime Museum,Pennsylvania
11783,"Erie Zoo in Erie, Pennsylvania",Pennsylvania
11784,Everhart Museum,Pennsylvania
11785,Explore & More Museum in Gettysburg in a Kid's Wonderland,Pennsylvania
11786,Exton Square Mall,Pennsylvania
11787,Fairgrounds Square Mall,Pennsylvania
11788,Fairlane Village Mall,Pennsylvania
11789,Family First Sports Park,Pennsylvania
11790,Fernwood Hotel and Resort,Pennsylvania
11791,Fonthill,Pennsylvania
11792,Franklin Court in Philadelphia Educates Visitors on the Life of Ben Franklin,Pennsylvania
11793,Franklin Mills Mall is a Shopper's Paradise,Pennsylvania
11794,French Creek State Park,Pennsylvania
11795,Fun Fore All,Pennsylvania
11796,"Gobbler's Knob and Punxsutawney Phil, a Groundhog's Day Tradition",Pennsylvania
11797,Granite Run Mall,Pennsylvania
11798,Green Dragon Farmer's Market,Pennsylvania
11799,Guppy Gulch Quarry,Pennsylvania
11800,Hampton Inn & Suites Pittsburgh - Downtown,Pennsylvania
11801,Hampton Inn and Suites Hershey,Pennsylvania
11802,Hampton Inn Pittsburgh - University Center,Pennsylvania
11803,Hampton Inn Stroudsburg / Poconos,Pennsylvania
11804,Hands-on House,Pennsylvania
11805,Harlans at The Nevermore,Pennsylvania
11806,Harrah's Casino,Pennsylvania
11807,Harrisburg Mall,Pennsylvania
11808,Helium Comedy Club Provides Philadelphians with a Good Laugh,Pennsylvania
11809,Heritage Discovery Center,Pennsylvania
11810,Hershey Farm Restaurant & Motor Inn,Pennsylvania
11811,Hershey Gardens,Pennsylvania
11812,Hershey Lodge and Convention Center,Pennsylvania
11813,Hershey Park,Pennsylvania
11814,Hershey Park,Pennsylvania
11815,Hershey Park Stadium,Pennsylvania
11816,Hershey Theatre,Pennsylvania
11817,Hershey's Chocolate World,Pennsylvania
11818,Hickory Run State Park,Pennsylvania
11819,Hidden Valley Four Seasons Resort,Pennsylvania
11820,Hilton Harrisburg,Pennsylvania
11821,Hilton Inn at Penn Provides Lodging in Philly's University City Neighborhood,Pennsylvania
11822,Hilton Philadelphia City Avenue,Pennsylvania
11823,"Hilton Scranton & Conference Center - Scranton, Pennsylvania conference center and hotel in northeastern PA",Pennsylvania
11824,Historic Strasburg Inn,Pennsylvania
11825,Holiday Inn Express Philadelphia Midtown is Close to History and Culture,Pennsylvania
11826,Holiday Inn Express Pittsburgh South Side,Pennsylvania
11827,Holiday Inn Philadelphia Historic District is in the Heart of the City,Pennsylvania
11828,Holiday Inn Pittsburgh University Center,Pennsylvania
11829,Hollywood Casino,Pennsylvania
11830,Homewood Suites Philadelphia - City Ave,Pennsylvania
11831,Hopewell Furnace National Historic Site,Pennsylvania
11832,"Horseshoe Curve National Historic Landmark - Altoona, Pennsylvania historical railroad track curve",Pennsylvania
11833,Hotel Bethlehem,Pennsylvania
11834,Hotel Brunswick,Pennsylvania
11835,Hotel Hershey,Pennsylvania
11836,Hotel Hershey and Spa,Pennsylvania
11837,Hotel Palomar Philadelphia - a Kimpton Hotel,Pennsylvania
11838,Houdini Museum,Pennsylvania
11839,Hyatt at the Bellevue,Pennsylvania
11840,Hyatt Regency Philadelphia at Penn's Landing a Great Waterfront Choice,Pennsylvania
11841,Hyatt Regency Pittsburgh International Airport,Pennsylvania
11842,Idlewild and SoakZone,Pennsylvania
11843,Indian Caverns,Pennsylvania
11844,Indian Echo Caverns,Pennsylvania
11845,Indiana Mall,Pennsylvania
11846,Inn at Jim Thorpe,Pennsylvania
11847,Johnson-Shaw Stereoscopic Museum,Pennsylvania
11848,Johnstown Flood Museum,Pennsylvania
11849,Johnstown Inclined Plane,Pennsylvania
11850,Julius Sturgis Pretzel Bakery,Pennsylvania
11851,Kennywood,Pennsylvania
11852,Kennywood Park,Pennsylvania
11853,Kentuck Knob,Pennsylvania
11854,King of Prussia Mall,Pennsylvania
11855,King of Prussia Mall,Pennsylvania
11856,Kinzua Bridge PA; the Bridge to Nowhere,Pennsylvania
11857,Kinzua Bridge State Park,Pennsylvania
11858,Kitchen Kettle Village,Pennsylvania
11859,Knoebels Amusement Resort,Pennsylvania
11860,Koziar's Christmas Village,Pennsylvania
11861,Lackawanna County Coal Mine,Pennsylvania
11862,Lake Tobias Wildlife Park,Pennsylvania
11863,Lakemont Park,Pennsylvania
11864,Lancaster Arts Hotel,Pennsylvania
11865,"Lancaster Host Resort and Conference Center - Lancaster, Pennsylvania Hotel and Conference Center with Golf Course",Pennsylvania
11866,Lancaster Quilt & Textile Museum,Pennsylvania
11867,Landis Valley Museum,Pennsylvania
11868,Laurel Caverns,Pennsylvania
11869,Lebanon Valley Mall,Pennsylvania
11870,Lehigh Valley Mall,Pennsylvania
11871,Lehigh Valley Zoo,Pennsylvania
11872,Leonard Harrison State Park,Pennsylvania
11873,Liberty Mountain Resort,Pennsylvania
11874,Lincoln Caverns and Whisper Rocks,Pennsylvania
11875,Lincoln Financial Field,Pennsylvania
11876,Lititz Springs Park,Pennsylvania
11877,Little Buffalo State Park,Pennsylvania
11878,Locust Lake State Park,Pennsylvania
11879,Loews Philadelphia Hotel Puts Visitors in the Middle of History,Pennsylvania
11880,Logan Valley Mall,Pennsylvania
11881,Longwood Gardens is Pennsylvania's Horticultural Showplace,Pennsylvania
11882,Lost River Caverns,Pennsylvania
11883,Lycoming Mall,Pennsylvania
11884,Maize Quest Fun Park,Pennsylvania
11885,Manetas Park,Pennsylvania
11886,Marie Antoinette Lookout,Pennsylvania
11887,Marriott Pittsburgh Airport,Pennsylvania
11888,Marriott Pittsburgh City Center,Pennsylvania
11889,Martin Guitars,Pennsylvania
11890,"Mellon Arena Pittsburgh, Pennsylvania",Pennsylvania
11891,Mennonite Information Center,Pennsylvania
11892,Mill Grove Mansion,Pennsylvania
11893,Millcreek Mall,Pennsylvania
11894,"Mohegan Sun at Pocono Downs - Wilkes-Barre, PA -Wagering, Racing, Dining, and Shopping",Pennsylvania
11895,Monroeville Mall,Pennsylvania
11896,Montgomery Mall,Pennsylvania
11897,Moraine State Park,Pennsylvania
11898,Morris Arboretum,Pennsylvania
11899,Mount Airy Casino Resort,Pennsylvania
11900,Mount Hope Estate & Winery,Pennsylvania
11901,Mount Washington,Pennsylvania
11902,Mr. Ed's Elephant Museum,Pennsylvania
11903,Mt. Haven Resort & Restaurant,Pennsylvania
11904,National Apple Museum,Pennsylvania
11905,National Aviary,Pennsylvania
11906,National Civil War Museum,Pennsylvania
11907,National Toy Train Museum,Pennsylvania
11908,National Watch and Clock Museum,Pennsylvania
11909,Nay Aug Park,Pennsylvania
11910,Neshaminy Mall,Pennsylvania
11911,Neshaminy State Park,Pennsylvania
11912,New Hope & Ivyland Railroad,Pennsylvania
11913,Nittany Mall,Pennsylvania
11914,No. 9 Coal Mine & Museum,Pennsylvania
11915,North Hanover Mall,Pennsylvania
11916,Northway Mall,Pennsylvania
11917,Ohiopyle State Park,Pennsylvania
11918,Oil Creek & Titusville Railroad,Pennsylvania
11919,Old Economy Village,Pennsylvania
11920,Old Jail Museum,Pennsylvania
11921,Olde Stonewall Golf Club,Pennsylvania
11922,Omni Hotel at Independence Park Puts Guests Close to History,Pennsylvania
11923,Oxford Valley Mall,Pennsylvania
11924,Palmer Park Mall,Pennsylvania
11925,Park City Center,Pennsylvania
11926,Park Hyatt Philadelphia at the Bellevue is Classic but Chic,Pennsylvania
11927,Parx Casino,Pennsylvania
11928,Penn Hills Resort,Pennsylvania
11929,Penn's Cave,Pennsylvania
11930,Pennsylvania State Capitol,Pennsylvania
11931,Pennsylvania Trolley Museum,Pennsylvania
11932,Philadelphia Airport Marriott,Pennsylvania
11933,Philadelphia International Airport - Philadelphia PA Philadelphia Airport Flights,Pennsylvania
11934,Philadelphia Marriott Downtown is an Excellent Lodging Option,Pennsylvania
11935,Philadelphia Park Casino,Pennsylvania
11936,Philadelphia Zoo,Pennsylvania
11937,Phipps Conservatory in Pittsburgh is a Vibrant Garden and Greenhouse,Pennsylvania
11938,Pioneer Tunnel Coal Mine,Pennsylvania
11939,Pittsburgh Mills,Pennsylvania
11940,Pittsburgh Zoo & PPG Aquarium,Pennsylvania
11941,Plymouth Meeting Mall,Pennsylvania
11942,PNC Field,Pennsylvania
11943,Pocmont Resort and Conference Center,Pennsylvania
11944,"Pocono Environmental Education Center - Dingmans Ferry, Pennsylvania Large Center for Environmental Education",Pennsylvania
11945,Point State Park in Pittsburgh Provides Space for Recreation and Relaxation,Pennsylvania
11946,Pottsgrove Manor,Pennsylvania
11947,Presque Isle State Park,Pennsylvania
11948,Promised Land State Park,Pennsylvania
11949,Quality Inn & Suites Hershey,Pennsylvania
11950,Quality Inn Gettysburg Motor Lodge a Traditional Lodging Establishment,Pennsylvania
11951,QVC Studio Park,Pennsylvania
11952,Radisson Hotel Valley Forge,Pennsylvania
11953,Radisson Lackawanna Station Hotel,Pennsylvania
11954,Railroad Museum of Pennsylvania,Pennsylvania
11955,Raystown Lake,Pennsylvania
11956,Renaissance Day Spa,Pennsylvania
11957,Renaissance Philadelphia Airport,Pennsylvania
11958,Residence Inn by Marriott Philadelphia/Langhorne,Pennsylvania
11959,Residence Inn Philadelphia Center City is a Quality Marriott Hotel,Pennsylvania
11960,"Ringing Rocks Park, a Great Philadelphia Day Trip",Pennsylvania
11961,Rittenhouse 1715,Pennsylvania
11962,Roadside America,Pennsylvania
11963,Rockvale Square Outlets,Pennsylvania
11964,Ross Park Mall,Pennsylvania
11965,Sand Castle Winery,Pennsylvania
11966,Sandcastle Waterpark in Pittsburgh is a Fun Family Summer Attraction,Pennsylvania
11967,Sands Casino,Pennsylvania
11968,Schuylkill Mall,Pennsylvania
11969,Sesame Place PA,Pennsylvania
11970,Seven Springs Mountain Resort,Pennsylvania
11971,Shadyside in Pittsburgh is a Quaint and Attractive Neighborhood,Pennsylvania
11972,Shawnee Mountain Ski Area,Pennsylvania
11973,Sheraton Bucks County Hotel,Pennsylvania
11974,Sheraton Frazer Great Valley,Pennsylvania
11975,Sheraton Harrisburg-Hershey,Pennsylvania
11976,Sheraton Philadelphia City Center Hotel is a Downtown Favorite,Pennsylvania
11977,Sheraton Philadelphia University City Hotel puts Visitors Amidst the Action,Pennsylvania
11978,Sheraton Society Hill offers Modern yet Cozy Philadelphia Accommodations,Pennsylvania
11979,Sheraton Station Square Hotel in Pittsburgh a Logical Choice for Vacationers,Pennsylvania
11980,Sheraton Suites Philadelphia Airport has been recently renovated,Pennsylvania
11981,Shriver House Museum in Gettysburg is a Civil War Era Must-See,Pennsylvania
11982,Sight and Sound Theatres,Pennsylvania
11983,Ski Denton,Pennsylvania
11984,Ski Roundtop,Pennsylvania
11985,Ski Sawmill,Pennsylvania
11986,Skytop Lodge,Pennsylvania
11987,Sno Mountain Ski Resort,Pennsylvania
11988,Sofitel Philadelphia Hotel is a Sensible Upscale Lodging Choice,Pennsylvania
11989,South Hills Village,Pennsylvania
11990,South Mall,Pennsylvania
11991,South Street in Philadelphia is a Quirky Entertainment Area,Pennsylvania
11992,Splash Lagoon Indoor Water Park Resort,Pennsylvania
11993,Split Rock Resort & Golf Club,Pennsylvania
11994,Split Rock Resort Indoor Waterpark,Pennsylvania
11995,Spring Mountain,Pennsylvania
11996,SpringHill Suites Hershey,Pennsylvania
11997,Springhill Suites North Shore in Pittsburgh Provides All-Suite Accommodations,Pennsylvania
11998,Squirrel Hill Neighborhood of Pittsburgh a Desirable Place to Live,Pennsylvania
11999,State Museum of Pennsylvania,Pennsylvania
12000,Station Square in Pittsburgh is a Dining,Pennsylvania
12001,Steamtown National Historic Site,Pennsylvania
12002,Stonewall Old (South) Course,Pennsylvania
12003,Strasburg Rail Road,Pennsylvania
12004,Strawberry Square,Pennsylvania
12005,Sunnyledge Boutique Hotel in Pittsburgh a Unique Lodging Option,Pennsylvania
12006,Susquehanna Valley Mall,Pennsylvania
12007,Tanger Outlets Lancaster,Pennsylvania
12008,The American Civil War Museum in Gettysburg Brings History to Life,Pennsylvania
12009,The Barnes Foundation,Pennsylvania
12010,The Carnegie Science Center in Pittsburgh is a Nationally-Acclaimed Museum,Pennsylvania
12011,The Cathedral of Learning in Pittsburgh is a Sight to Behold both Inside and Outside,Pennsylvania
12012,The Central Market in Lancaster is More than a Fruit and Vegetable Stand,Pennsylvania
12013,The Children's Museum,Pennsylvania
12014,"The Choo Choo Barn And The Shops Of Traintown - Strasburg, Pennsylvania animated train display and tourist attraction",Pennsylvania
12015,The Club Quarters in Philadelphia is Designed for Business Travelers,Pennsylvania
12016,The Crayola Factory,Pennsylvania
12017,The Crossings Premium Outlets,Pennsylvania
12018,The Electric City Trolley Station and Museum,Pennsylvania
12019,The Four Seasons Hotel in Philadelphia is an Excellent Luxury Choice,Pennsylvania
12020,The Glencairn Museum,Pennsylvania
12021,The Golf Course at Glen Mills,Pennsylvania
12022,The Hershey Story,Pennsylvania
12023,The Hilton Hotel Pittsburgh is One of the City's Largest,Pennsylvania
12024,"The Horseshoe Curve National Historic Landmark in Altoona, PA - Historic Railroad Horseshoe Curve",Pennsylvania
12025,The Independent Hotel in Philadelphia is a Boutique Choice,Pennsylvania
12026,The Inn at Leola Village,Pennsylvania
12027,The Italian Market in Philadelphia is a Unique Cultural Experience,Pennsylvania
12028,The Jimmy Stewart Museum,Pennsylvania
12029,The Knoebels Amusement Resort,Pennsylvania
12030,The Latham Hotel in Philadelphia is a Boutique Hotel Option,Pennsylvania
12031,"The Liberty Bell And Independence Hall In Philadelphia, Pennsylvania",Pennsylvania
12032,The Liberty Bell Center is a Philadelphia Must-Do for All Visitors,Pennsylvania
12033,The Lodge At Woodloch,Pennsylvania
12034,The Majestic Theater at Gettysburg College presents Plays,Pennsylvania
12035,The Mall at Robinson,Pennsylvania
12036,The Mall at Steamtown,Pennsylvania
12037,The Manayunk Neighborhood of Philadelphia has a Rich Immigrant History,Pennsylvania
12038,The Mattress Factory in Pittsburgh is a Unique Art Museum,Pennsylvania
12039,The Morris House Hotel in Philadelphia is a Historic Gem,Pennsylvania
12040,The Mount Washington Neighborhood in Pittsburgh Provides Great Views of the City,Pennsylvania
12041,The Mutter Museum in Philadelphia is one of the U.S.'s Strangest Museums,Pennsylvania
12042,The National Apple Harvest Festival near Gettysburg is a Fall Treat,Pennsylvania
12043,The Old City Arts District of Philadelphia is Bucolic Example of Urban Renewal,Pennsylvania
12044,The Penn's View Hotel in Philadelphia is an Alternative to Chain Hotels,Pennsylvania
12045,The Priory Hotel in Pittsburgh is a Historic Gem,Pennsylvania
12046,The Radisson Plaza Warwick Hotel in Philadelphia is a City Landmark,Pennsylvania
12047,The Rittenhouse Hotel in Philadelphia is a Five-Star Choice,Pennsylvania
12048,The Ritz-Carlton Philadelphia is a Piece of Philadelphia History,Pennsylvania
12049,The Strip Neighborhood of Pittsburgh a Place for Food and Fun,Pennsylvania
12050,The Suites at Hershey,Pennsylvania
12051,The Waterfront,Pennsylvania
12052,The Westin Convention Center in Pittsburgh Convenient for Business Travelers,Pennsylvania
12053,The Wyndham Gettysburg is a Luxury Hotel in a Historic Setting,Pennsylvania
12054,The Yorktowne Hotel,Pennsylvania
12055,Tom Ridge Environmental Center,Pennsylvania
12056,Tour-Ed Coal Mine,Pennsylvania
12057,Tussey Mountain,Pennsylvania
12058,Uniontown Mall,Pennsylvania
12059,University of Pennsylvania Museum of Archaeology and Anthropology,Pennsylvania
12060,"Valley Forge National Historic Park - Valley Forge, Pennsylvania historical park and training area for Revolutionary War soldiers",Pennsylvania
12061,Viewmont Mall,Pennsylvania
12062,Wachovia Center,Pennsylvania
12063,Wachovia Spectrum,Pennsylvania
12064,Waldameer Park,Pennsylvania
12065,Warren Mall,Pennsylvania
12066,Washington Crown Center,Pennsylvania
12067,Watch and Clock Museum of the NAWCC is dedicated to Horology,Pennsylvania
12068,West Manchester Mall,Pennsylvania
12069,Westin Philadelphia Provides Easy Access to the City's Best Attractions,Pennsylvania
12070,Westmoreland Mall,Pennsylvania
12071,Weyerbacher Brewing Company,Pennsylvania
12072,Wheatland in Lancaster was President James Buchanan's Favored Home,Pennsylvania
12073,Whitetail Mountain Resort,Pennsylvania
12074,Wilbur Chocolate Co,Pennsylvania
12075,Wildwood Lake Sanctuary and the Olewine Nature Center,Pennsylvania
12076,Willow Grove Park Mall,Pennsylvania
12077,"Willow Valley Resort & Conference Center - Lancaster, Pennsylvania Hotel in Pennsylvania Dutch Country",Pennsylvania
12078,Windsor Suites in Philadelphia are Suitable for a Short or Long Stay,Pennsylvania
12079,Woodlands Spa,Pennsylvania
12080,Wyalusing Rocks,Pennsylvania
12081,"Wyndham Pittsburgh University Place Close to Hospitals, Universities",Pennsylvania
12082,Wyoming Valley Mall,Pennsylvania
12083,ZooAmerica,Pennsylvania
12084,"Beechwood Mansion, Newport, RI",Rhode-Island
12085,Belcourt Castle,Rhode-Island
12086,"Benefit Street, Providence, RI",Rhode-Island
12087,"Blithewold Mansion, Gardens & Arboretum, Bristol, RI",Rhode-Island
12088,"Block Island Ferry, Block Island, RI - New Shoreham, Rhode Island Three Departure Points and Sea Routes to Seaside Resort Island Running in Busy Season",Rhode-Island
12089,"Castle Hill Inn and Resort, Newport, RI - Newport, Rhode Island Secluded Peninsula Hotel Offers Private Accommodations by the Sea",Rhode-Island
12090,"Chateau-sur-Mer, Newport, RI",Rhode-Island
12091,"Cliff Walk, Newport, RI",Rhode-Island
12092,Courtyard Providence Downtown,Rhode-Island
12093,"Fantastic Umbrella Factory, Charlestown, RI - Charlestown, Rhode Island Eclectic Bazaar Keeps Barnyard Environment and its Doors Open after 40 Years",Rhode-Island
12094,Hampton Inn & Suites Newport/Middletown,Rhode-Island
12095,Hilton Providence,Rhode-Island
12096,"Historic Federal Hill, Providence, RI - Providence, Rhode Island Little Italy of Providence Attracts Visitors",Rhode-Island
12097,"Hotel Viking, Newport, RI",Rhode-Island
12098,"Hyatt Regency Newport, RI",Rhode-Island
12099,"International Tennis Hall of Fame, Newport, RI -Newport, Rhode Island Only Open North American Grass Courts Honor Tennis History with Hall of Fame",Rhode-Island
12100,"Malcolm Greenaway Gallery, Block Island, RI",Rhode-Island
12101,"Mansion Beach, Block Island",Rhode-Island
12102,Mill Street Inn,Rhode-Island
12103,"Mohegan Bluffs, Block Island, RI",Rhode-Island
12104,"Napatree Point, Westerly, RI",Rhode-Island
12105,"Narragansett Beach, RI",Rhode-Island
12106,Newport Bay Club & Hotel,Rhode-Island
12107,"Newport Beach Hotel & Suites, RI",Rhode-Island
12108,Newport Beach Hotel and Suites,Rhode-Island
12109,"Newport Butterfly Zoo, RI",Rhode-Island
12110,"Newport Harbor Hotel & Marina, RI",Rhode-Island
12111,"Newport Marriott, RI",Rhode-Island
12112,Newport Spa and Whirlpool Suites,Rhode-Island
12113,"Ocean Drive, Newport, RI",Rhode-Island
12114,Oceancliff Resort,Rhode-Island
12115,"Point Judith Lighthouse, RI",Rhode-Island
12116,Providence Children's Museum,Rhode-Island
12117,"Providence Place Mall, Providence, RI - Providence, Rhode Island Downtown Shopping Giant Open in Providence Since 1999",Rhode-Island
12118,"Renaissance Providence Hotel, RI",Rhode-Island
12119,Residence Inn Newport/Middletown,Rhode-Island
12120,"Rhode Island School of Design Museum of Art, Providence, RI Providence, Rhode Island - Southern New England's Most Comprehensive Art Museum in Downtown RI Capital",Rhode-Island
12121,"Roger W. Wheeler State Beach, Narragansett, RI",Rhode-Island
12122,Roger Williams Park Zoo,Rhode-Island
12123,"Rosecliff, Newport, RI",Rhode-Island
12124,"Rough Point, Newport, RI",Rhode-Island
12125,"Sachuest Beach (Second Beach), RI",Rhode-Island
12126,"Thayer Street, Providence, RI",Rhode-Island
12127,"The Arcade, Providence, RI",Rhode-Island
12128,"The Breakers, Newport, RI",Rhode-Island
12129,"The Chanler at Cliff Walk, Newport, RI",Rhode-Island
12130,"The Elms, Newport, RI",Rhode-Island
12131,"The Hotel Providence, RI",Rhode-Island
12132,"The Providence Biltmore, RI",Rhode-Island
12133,"The Westin Providence, RI",Rhode-Island
12134,Theodore Francis Green State Airport,Rhode-Island
12135,Twin River,Rhode-Island
12136,Vanderbilt Hall Hotel,Rhode-Island
12137,"WaterFire, Providence, RI",Rhode-Island
12138,"Wickenden Street, Providence, RI",Rhode-Island
12139,ACE Basin National Wildlife Refuge,South-Carolina
12140,Aiken-Rhett House,South-Carolina
12141,"Alabama Theatre- North Myrtle Beach, South Carolina - Theater Featuring Musical Shows",South-Carolina
12142,All About Me,South-Carolina
12143,Alligator Adventure,South-Carolina
12144,American Military Museum,South-Carolina
12145,Anchorage Inn,South-Carolina
12146,Anderson Ocean Club & Spa,South-Carolina
12147,Anderson Ocean Club & Spa,South-Carolina
12148,Andrew Jackson State Park,South-Carolina
12149,Andrew Pinckney Inn,South-Carolina
12150,Andserson Ocean Club,South-Carolina
12151,Angel Oak,South-Carolina
12152,Arthur Ravenel Jr. Bridge,South-Carolina
12153,Atlantic Palms Resort,South-Carolina
12154,Avista Resort,South-Carolina
12155,Barefoot Landing,South-Carolina
12156,"Barefoot Resort & Golf Club, Love Course, North Myrtle Beach, South Carolina - Ranked #1 Among the Top 50 Courses in Myrtle Beach by Golf Digest",South-Carolina
12157,Bay View Resort,South-Carolina
12158,Bay Watch Resort,South-Carolina
12159,Beach Colony Resort,South-Carolina
12160,Beach Cove Resort,South-Carolina
12161,"Beachwalker Park, Kiawah Island, South Carolina",South-Carolina
12162,Bee City,South-Carolina
12163,Best Western Carolinian Beach Resort,South-Carolina
12164,Best Western King Charles Inn,South-Carolina
12165,BlueWater Resort,South-Carolina
12166,Boardwalk Beach Resort,South-Carolina
12167,Boone Hall Plantation,South-Carolina
12168,Breakers Resort Hotel,South-Carolina
12169,Broadway at the Beach Mall,South-Carolina
12170,"Brookgreen Gardens in Pawleys Island, South Carolina",South-Carolina
12171,"Caesars Head State Park - Greenville, South Carolina",South-Carolina
12172,Camelot by the Sea,South-Carolina
12173,Captain's Quarters Family & Golf Resort,South-Carolina
12174,Caravelle Resort,South-Carolina
12175,Caribbean Resort And Villas,South-Carolina
12176,Carolina Adventure World,South-Carolina
12177,Carolina Winds,South-Carolina
12178,Caw Caw Interpretive Center,South-Carolina
12179,Chapman Cultural Center,South-Carolina
12180,Charles Towne Landing,South-Carolina
12181,"Charleston Harbor Resort & Marina - Mount Pleasant, South Carolina Harbor side Hotel",South-Carolina
12182,Charleston Marriott,South-Carolina
12183,Charleston Museum,South-Carolina
12184,Charleston Tea Plantation,South-Carolina
12185,Charleston Waterfront Park,South-Carolina
12186,Children's Museum of the Low Country,South-Carolina
12187,Citadel Mall,South-Carolina
12188,Coastal Grand Mall,South-Carolina
12189,Colleton State Park,South-Carolina
12190,Columbia Marriott,South-Carolina
12191,Columbia Museum of Art,South-Carolina
12192,Columbia Place,South-Carolina
12193,Columbiana Centre,South-Carolina
12194,Compass Cove Oceanfront Resort,South-Carolina
12195,Coral Beach Resort & Suites,South-Carolina
12196,Court Capri Motel,South-Carolina
12197,Courtyard by Marriott Charleston Waterfront,South-Carolina
12198,Cowpens National Battlefield,South-Carolina
12199,Crown Reef at South Beach Resort,South-Carolina
12200,Crowne Plaza Hilton Head Island Beach Resort,South-Carolina
12201,Crowne Plaza Resort Hilton Head,South-Carolina
12202,Cypress Gardens,South-Carolina
12203,Daufuskie Island Resort & Spa,South-Carolina
12204,Dayton House Resort,South-Carolina
12205,Devils Fork State Park,South-Carolina
12206,"Disney's Hilton Head Island Resort - Hilton Head, South Carolina Vacation Rental Accommodation",South-Carolina
12207,DoubleTree by Hilton,South-Carolina
12208,Doubletree Guest Suites Charleston-Historic District,South-Carolina
12209,Drayton Hall,South-Carolina
12210,Dunes Village Resort,South-Carolina
12211,Dutch Square,South-Carolina
12212,Edisto Island Serpentarium,South-Carolina
12213,Edisto Island State Park,South-Carolina
12214,Edmondston-Alston House,South-Carolina
12215,Embassy Suites Charleston,South-Carolina
12216,Embassy Suites Myrtle Beach/Kingston Plantation,South-Carolina
12217,Falls Park on the Reedy,South-Carolina
12218,Family Kingdom Amusement Park,South-Carolina
12219,Finley Park,South-Carolina
12220,First Baptist Church,South-Carolina
12221,Folly Beach,South-Carolina
12222,Forest Dunes Resort,South-Carolina
12223,Fort Moultrie National Monument South Carolina,South-Carolina
12224,Francis Biedler Forest,South-Carolina
12225,Frankie's Fun Park,South-Carolina
12226,Freestyle Music Park,South-Carolina
12227,Fryar's Topiary Garden,South-Carolina
12228,Fulton Lane Inn,South-Carolina
12229,Ghosts and Legends Theatre,South-Carolina
12230,Grand Atlantic Ocean Resort,South-Carolina
12231,Grande Shores Ocean Resort,South-Carolina
12232,Greenville Zoo,South-Carolina
12233,H.L. Hunley Submarine,South-Carolina
12234,Hampton Inn & Suites Myrtle Beach/Oceanfront,South-Carolina
12235,Hampton Inn Charleston-Historic District - Charleston,South-Carolina
12236,Hampton Inn Myrtle Beach-Broadway @ The Beach,South-Carolina
12237,Hampton Plantation State Historic Site,South-Carolina
12238,Harbour Town Golf Links,South-Carolina
12239,Hawaiian Rumble,South-Carolina
12240,Haywood Mall,South-Carolina
12241,Heyward-Washington House,South-Carolina
12242,Hilton Columbia Center,South-Carolina
12243,Hilton Head Health,South-Carolina
12244,"Hilton Head Island Beach & Tennis Resort - Hilton Head, South Carolina Hotel with Tennis Facilities",South-Carolina
12245,Hilton Head Marriott Resort & Spa,South-Carolina
12246,Hilton Myrtle Beach,South-Carolina
12247,Hilton Oceanfront Resort Hilton Head Island,South-Carolina
12248,Historic Brattonsville,South-Carolina
12249,Holiday Inn - At the Pavilion,South-Carolina
12250,"Holiday Inn Charleston (Historic District) - Charleston, South Carolina Hotel with Meeting Rooms",South-Carolina
12251,Holiday Inn Charleston-Mills House,South-Carolina
12252,Holiday Inn Folly Beach,South-Carolina
12253,Holiday Inn Oceanfront,South-Carolina
12254,Hollywild Animal Park,South-Carolina
12255,Hopelands Gardens,South-Carolina
12256,Hotel Blue,South-Carolina
12257,Hudson's Surfside Flea Market,South-Carolina
12258,Hunting Island State Park,South-Carolina
12259,Huntington Beach State Park,South-Carolina
12260,Hyatt Regency,South-Carolina
12261,Hyatt Regency Greenville,South-Carolina
12262,"Inlet Point Plantation Stables - North Myrtle Beach, South Carolina Horse Riding Center",South-Carolina
12263,Inn at Harbor Town,South-Carolina
12264,Island Vista,South-Carolina
12265,"Isle of Palms County Park - Isle of Palms, SC",South-Carolina
12266,John Rutledge House Inn,South-Carolina
12267,Jones Gap State Park,South-Carolina
12268,Joseph Manigault House,South-Carolina
12269,Keowee-Toxaway State Natural Area,South-Carolina
12270,Kiawah Island Golf Resort,South-Carolina
12271,"King's North at Myrtle Beach National, Myrtle Beach, South Carolina - a Myrtle Beach Top-Shelf Tradition, Now Redesigned by Arnold Palmer in 1996",South-Carolina
12272,Kings Courtyard Inn,South-Carolina
12273,Kings Mountain National Military Park,South-Carolina
